StorageDiskMetricsEvent: 2025/02/05 14:00:30 Timestamp: 2025-02-05T14:00:30+05:30, DiskUsage: 67, TotalContents: 0
StorageDiskMetricsEvent: 2025/02/17 12:25:16 Timestamp: 2025-02-17T12:25:16+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:25:48 Timestamp: 2025-02-17T12:25:48+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:26:21 Timestamp: 2025-02-17T12:26:21+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:26:53 Timestamp: 2025-02-17T12:26:53+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:27:25 Timestamp: 2025-02-17T12:27:25+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:27:58 Timestamp: 2025-02-17T12:27:58+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:28:30 Timestamp: 2025-02-17T12:28:30+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:29:03 Timestamp: 2025-02-17T12:29:03+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:29:35 Timestamp: 2025-02-17T12:29:35+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:30:07 Timestamp: 2025-02-17T12:30:07+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:30:40 Timestamp: 2025-02-17T12:30:40+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:31:12 Timestamp: 2025-02-17T12:31:12+05:30, DiskUsage: 67, TotalContents: 1
StorageDiskMetricsEvent: 2025/02/17 12:31:44 Timestamp: 2025-02-17T12:31:44+05:30, DiskUsage: 67, TotalContents: 1
